Price,Area,Location,No._of_Bedrooms,Resale,LandscapedGardens,IndoorGames,Intercom,SportsFacility,ClubHouse,24X7Security,PowerBackup,CarParking,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,Total_Amenities,Price_per_sqft,Amenity_Score,Bedroom_Density
13500000,1800,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.0,0.0,0.0016666666666666668
13500000,1800,Other,3,1,0,0,1,1,0,0,1,0,1,1,0,1,1,7,7500.0,0.5,0.0016666666666666668
11000000,1400,Sector 11 Dwarka,2,1,0,0,1,1,0,0,1,0,1,1,0,1,1,7,7857.142857142857,0.5,0.0014285714285714286
2100000,540,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888.8888888888887,0.0,0.003703703703703704
2200000,540,Uttam Nagar,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4074.074074074074,0.0,0.003703703703703704
2300000,600,Other,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833.3333333333335,0.0,0.0033333333333333335
7000000,800,Other,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8750.0,0.21428571428571427,0.0025
8500000,1800,Other,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,7,4722.222222222223,0.5,0.0016666666666666668
29500000,2400,Other,4,1,0,0,1,0,1,1,1,1,1,1,0,1,1,5,12291.666666666666,0.35714285714285715,0.0016666666666666668
25000000,1440,Other,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,7,17361.11111111111,0.5,0.0020833333333333333
7800000,1100,Other,2,1,0,0,1,0,0,0,1,0,1,1,0,1,1,7,7090.909090909091,0.5,0.0018181818181818182
16500000,1900,Other,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8684.21052631579,0.0,0.002105263157894737
20000000,2000,Sector 12 Dwarka,4,1,0,0,1,0,0,1,1,1,1,0,0,0,1,4,10000.0,0.2857142857142857,0.002
16900000,1700,Sector 4 Dwarka,2,1,0,0,1,0,0,0,1,0,1,1,0,1,1,5,9941.176470588236,0.35714285714285715,0.001176470588235294
27500000,2000,Sector 10 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,13750.0,0.0,0.0015
17500000,1800,Other,2,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,9722.222222222223,0.0,0.0011111111111111111
14900000,1700,Other,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8764.70588235294,0.0,0.0017647058823529412
25000000,2400,Other,3,1,0,0,1,1,1,1,1,1,1,0,0,1,1,5,10416.666666666666,0.35714285714285715,0.00125
2400000,585,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4102.5641025641025,0.07142857142857142,0.003418803418803419
13899999,1500,Sector 19 Dwarka,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,9266.666,0.0,0.002
14000000,1850,Other,4,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,7567.5675675675675,0.0,0.002162162162162162
13200000,1350,Dwarka Mor,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,9777.777777777777,0.0,0.0022222222222222222
8500000,1100,Sector 11 Dwarka,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7727.272727272727,0.0,0.0018181818181818182
18500000,1750,Sector 19 Dwarka,4,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,10571.42857142857,0.07142857142857142,0.002285714285714286
13799999,1300,Sector 11 Dwarka,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,10615.383846153845,0.0,0.002307692307692308
10800000,1200,Sector 12 Dwarka,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,3,9000.0,0.21428571428571427,0.0016666666666666668
12800000,1750,Other,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,2,7314.285714285715,0.14285714285714285,0.0017142857142857142
3600000,675,Uttam Nagar,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5333.333333333333,0.0,0.002962962962962963
4700000,810,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5802.469135802469,0.0,0.003703703703703704
4650000,810,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5740.740740740741,0.0,0.003703703703703704
4200000,785,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5350.3184713375795,0.0,0.003821656050955414
4700000,810,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5802.469135802469,0.0,0.003703703703703704
3200000,750,Uttam Nagar,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,4266.666666666667,0.0,0.0026666666666666666
2600000,500,Uttam Nagar,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5200.0,0.0,0.004
2700000,550,Other,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4909.090909090909,0.0,0.0036363636363636364
3300000,540,Uttam Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111.111111111111,0.0,0.003703703703703704
5000000,1000,Uttam Nagar,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000.0,0.0,0.003
4100000,800,Uttam Nagar,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5125.0,0.0,0.00375
2550000,600,Uttam Nagar,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4250.0,0.0,0.0033333333333333335
2200000,550,Uttam Nagar,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000.0,0.0,0.0036363636363636364
10500000,1100,Sector 10 Dwarka,2,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,9545.454545454546,0.07142857142857142,0.0018181818181818182
5350000,900,Other,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5944.444444444444,0.0,0.0033333333333333335
2800000,540,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5185.185185185185,0.07142857142857142,0.003703703703703704
4500000,810,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5555.555555555556,0.07142857142857142,0.003703703703703704
5600000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6222.222222222223,0.0,0.0033333333333333335
5400000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,0.0,0.0033333333333333335
5700000,950,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,0.0,0.003157894736842105
3600000,675,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5333.333333333333,0.0,0.002962962962962963
3800000,550,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6909.090909090909,0.0,0.0036363636363636364
5600000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6222.222222222223,0.0,0.0033333333333333335
5400000,900,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,0.0,0.0033333333333333335
6000000,1000,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000.0,0.0,0.003
6000000,990,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6060.606060606061,0.0,0.0030303030303030303
6000000,990,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6060.606060606061,0.0,0.0030303030303030303
16500000,2302,Other,3,1,1,0,1,1,1,1,1,1,0,1,0,1,1,8,7167.680278019114,0.5714285714285714,0.0013032145960034753
12000000,1638,Other,2,1,1,0,1,1,1,1,1,1,0,1,0,1,1,8,7326.007326007326,0.5714285714285714,0.001221001221001221
10000000,1245,Other,2,0,1,0,1,1,1,1,1,1,0,1,0,1,1,8,8032.128514056225,0.5714285714285714,0.001606425702811245
10000000,1245,Other,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,8,8032.128514056225,0.5714285714285714,0.001606425702811245
17500000,2302,Other,4,1,1,0,1,1,1,1,1,1,1,0,0,1,1,8,7602.085143353605,0.5714285714285714,0.0017376194613379669
18000000,2302,Other,4,1,1,0,1,1,1,1,1,1,1,0,0,1,1,8,7819.287576020852,0.5714285714285714,0.0017376194613379669
2450000,585,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4188.034188034188,0.07142857142857142,0.003418803418803419
3800000,820,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4634.1463414634145,0.07142857142857142,0.003658536585365854
2500000,585,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4273.504273504273,0.07142857142857142,0.003418803418803419
2300000,540,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4259.259259259259,0.07142857142857142,0.003703703703703704
2400000,585,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4102.5641025641025,0.07142857142857142,0.003418803418803419
2400000,500,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800.0,0.07142857142857142,0.004
2400000,600,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000.0,0.07142857142857142,0.0033333333333333335
2400000,500,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800.0,0.07142857142857142,0.004
2500000,500,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000.0,0.07142857142857142,0.004
2300000,540,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4259.259259259259,0.07142857142857142,0.003703703703703704
2400000,500,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800.0,0.07142857142857142,0.004
5500000,900,Other,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6111.111111111111,0.0,0.0033333333333333335
5500000,900,Other,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6111.111111111111,0.0,0.0033333333333333335
5500000,900,Other,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6111.111111111111,0.0,0.0033333333333333335
3800000,675,Uttam Nagar,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5629.62962962963,0.0,0.0044444444444444444
29200000,2500,Sector 22 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,11680.0,0.0,0.0012
46500000,3200,Sector 11 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,14531.25,0.0,0.0009375
15500000,1600,Sector 10 Dwarka,3,1,0,0,1,0,1,0,1,0,1,0,0,1,1,3,9687.5,0.21428571428571427,0.001875
12000000,1500,Sector 12 Dwarka,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8000.0,0.0,0.002
8500000,1350,Sector 19 Dwarka,2,1,1,0,1,0,0,1,1,1,1,0,0,1,0,4,6296.2962962962965,0.2857142857142857,0.0014814814814814814
8000000,1000,Other,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8000.0,0.0,0.002
16500000,1600,Sector 10 Dwarka,3,1,0,0,1,0,1,0,1,0,1,0,0,1,1,3,10312.5,0.21428571428571427,0.001875
14000000,1600,Sector 10 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8750.0,0.0,0.001875
11500000,1300,Sector 6 Dwarka,2,1,1,0,1,0,1,1,1,0,1,0,0,0,1,3,8846.153846153846,0.21428571428571427,0.0015384615384615385
15000000,850,Other,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,7,17647.058823529413,0.5,0.002352941176470588
9500000,1100,Other,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,8636.363636363636,0.07142857142857142,0.0018181818181818182
12000000,1500,Sector 4 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8000.0,0.0,0.002
15500000,1550,Other,3,1,1,0,0,0,0,0,1,1,1,0,0,1,0,5,10000.0,0.35714285714285715,0.001935483870967742
13500000,1400,Other,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9642.857142857143,0.0,0.002857142857142857
18000000,2250,Other,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8000.0,0.0,0.0017777777777777779
4500000,700,Other,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6428.571428571428,0.0,0.002857142857142857
6000000,800,Other,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7500.0,0.0,0.00375
8500000,750,Vasant Kunj,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,11333.333333333334,0.0,0.0013333333333333333
4600000,850,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5411.764705882353,0.0,0.0035294117647058825
5600000,1000,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5600.0,0.0,0.003
16000000,1700,Sector 10 Dwarka,3,1,0,0,1,1,1,1,1,1,1,0,0,1,1,4,9411.764705882353,0.2857142857142857,0.0017647058823529412
14500000,1700,Sector 4 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8529.411764705883,0.0,0.0017647058823529412
11500000,1000,Sector 6 Dwarka,2,1,0,0,1,0,1,1,1,1,1,0,0,1,1,9,11500.0,0.6428571428571429,0.002
28000000,2800,Sector 11 Dwarka,5,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,10000.0,0.0,0.0017857142857142857
13100000,1300,Sector 10 Dwarka,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,10076.923076923076,0.0,0.002307692307692308
11000000,1100,Sector 19 Dwarka,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10000.0,0.0,0.0018181818181818182
12800000,1600,Other,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8000.0,0.0,0.001875
21000000,1900,Sector 10 Dwarka,4,1,1,0,1,0,1,1,1,1,1,0,0,1,1,6,11052.631578947368,0.42857142857142855,0.002105263157894737
9500000,950,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000.0,0.07142857142857142,0.003157894736842105
22500000,1450,Other,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,15517.241379310344,0.42857142857142855,0.0020689655172413794
21000000,2400,Sector 10 Dwarka,2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,8750.0,0.07142857142857142,0.0008333333333333334
32500000,2400,Sector 11 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13541.666666666666,0.0,0.0016666666666666668
9500000,900,Other,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10555.555555555555,0.07142857142857142,0.0022222222222222222
10000000,800,Other,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12500.0,0.0,0.00375
14500000,1125,Other,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,7,12888.888888888889,0.5,0.0017777777777777779
16500000,2400,Sector 11 Dwarka,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875.0,0.0,0.0016666666666666668
11100000,1215,Other,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,9135.802469135802,0.0,0.0016460905349794238
8000000,1050,Other,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7619.047619047619,0.0,0.0019047619047619048
17000000,950,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17894.736842105263,0.0,0.002105263157894737
21000000,2400,Sector 10 Dwarka,2,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,8750.0,0.07142857142857142,0.0008333333333333334
20000000,1150,Vasant Kunj,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,17391.304347826088,0.5,0.0017391304347826088
18000000,1700,Sector 19 Dwarka,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,10588.235294117647,0.0,0.001176470588235294
25000000,1500,Vasant Kunj,3,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,16666.666666666668,0.07142857142857142,0.002
18800000,1700,Sector 4 Dwarka,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,11058.823529411764,0.0,0.001176470588235294
20000000,1800,Other,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,11111.111111111111,0.0,0.0011111111111111111
16000000,1450,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11034.48275862069,0.0,0.0020689655172413794
21900000,1500,Other,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,14600.0,0.07142857142857142,0.002
15000000,1900,Other,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,9,7894.736842105263,0.6428571428571429,0.0015789473684210526
17600000,2400,Sector 10 Dwarka,4,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,7333.333333333333,0.07142857142857142,0.0016666666666666668
19900000,2300,Sector 10 Dwarka,4,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,8652.173913043478,0.07142857142857142,0.0017391304347826088
15500000,1800,Sector 6 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8611.111111111111,0.0,0.0016666666666666668
14500000,1125,Other,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,7,12888.888888888889,0.5,0.0017777777777777779
18800000,1700,Sector 4 Dwarka,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,11058.823529411764,0.0,0.001176470588235294
20000000,1800,Other,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,11111.111111111111,0.0,0.0011111111111111111
16000000,1450,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11034.48275862069,0.0,0.0020689655172413794
21900000,1500,Other,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,14600.0,0.07142857142857142,0.002
15000000,1900,Other,3,1,0,0,1,1,1,1,1,1,1,1,0,1,0,9,7894.736842105263,0.6428571428571429,0.0015789473684210526
16500000,1850,Other,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8918.918918918918,0.0,0.002162162162162162
16000000,1600,Other,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,10000.0,0.07142857142857142,0.001875
15800000,1850,Sector 4 Dwarka,3,1,1,0,1,0,1,0,1,1,1,0,0,1,1,2,8540.54054054054,0.14285714285714285,0.0016216216216216215
28500000,1800,Other,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,7,15833.333333333334,0.5,0.0011111111111111111
20000000,1150,Vasant Kunj,2,1,0,0,1,1,0,0,1,0,1,1,0,1,0,7,17391.304347826088,0.5,0.0017391304347826088
18900000,1250,Other,3,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,15120.0,0.07142857142857142,0.0024
17000000,950,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17894.736842105263,0.0,0.002105263157894737
15500000,1800,Other,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8611.111111111111,0.0,0.0022222222222222222
8000000,1050,Other,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7619.047619047619,0.0,0.0019047619047619048
20500000,2500,Sector 6 Dwarka,4,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8200.0,0.0,0.0016
20000000,1800,Other,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,7,11111.111111111111,0.5,0.0011111111111111111
16000000,1450,Other,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,11034.48275862069,0.35714285714285715,0.0020689655172413794
15100000,1700,Sector 10 Dwarka,2,1,1,0,1,1,0,1,1,1,0,0,0,1,1,3,8882.35294117647,0.21428571428571427,0.001176470588235294
19000000,1700,Sector 4 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,11176.470588235294,0.0,0.0017647058823529412
17000000,2300,Other,3,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,7391.304347826087,0.0,0.0013043478260869566
15500000,1750,Other,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8857.142857142857,0.0,0.0017142857142857142
13500000,1250,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10800.0,0.07142857142857142,0.0016
2500000,550,Uttam Nagar,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4545.454545454545,0.0,0.0036363636363636364
5200000,1000,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5200.0,0.0,0.003
4900000,1000,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4900.0,0.0,0.003
4000000,900,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4444.444444444444,0.0,0.0033333333333333335
2500000,500,Uttam Nagar,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5000.0,0.0,0.004
5500000,1100,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5000.0,0.0,0.0027272727272727275
3700000,800,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4625.0,0.0,0.00375
3500000,750,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4666.666666666667,0.0,0.004
3000000,600,Uttam Nagar,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5000.0,0.0,0.0033333333333333335
3400000,700,Uttam Nagar,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4857.142857142857,0.0,0.004285714285714286
5600000,1000,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5600.0,0.0,0.003
5300000,1000,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5300.0,0.0,0.003
4500000,900,Uttam Nagar,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5000.0,0.0,0.0033333333333333335
3800000,850,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4470.588235294118,0.0,0.0035294117647058825
4500000,850,Uttam Nagar,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5294.117647058823,0.0,0.0035294117647058825
5300000,1000,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5300.0,0.0,0.003
3200000,540,Uttam Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5925.925925925926,0.0,0.003703703703703704
3200000,540,Uttam Nagar,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5925.925925925926,0.0,0.003703703703703704
13500000,1300,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,10384.615384615385,0.0,0.002307692307692308
10500000,1000,Sector 4 Dwarka,2,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,10500.0,0.0,0.002
15800000,1600,Sector 11 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,9875.0,0.0,0.001875
15800000,1600,Sector 11 Dwarka,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9875.0,0.0,0.001875
16500000,1700,Sector 22 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,9705.882352941177,0.0,0.0017647058823529412
16200000,1600,Sector 4 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,10125.0,0.0,0.001875
14800000,1700,Sector 4 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8705.882352941177,0.0,0.0017647058823529412
18000000,2000,Sector 12 Dwarka,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,9000.0,0.0,0.002
22000000,2100,Other,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,10476.190476190477,0.0,0.0019047619047619048
19500000,1800,Sector 11 Dwarka,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,10833.333333333334,0.07142857142857142,0.0022222222222222222
14500000,1600,Sector 11 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,9062.5,0.0,0.001875
18500000,1900,Other,4,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,9736.842105263158,0.0,0.002105263157894737
18200000,1700,Sector 12 Dwarka,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2,10705.882352941177,0.14285714285714285,0.0017647058823529412
13500000,1450,Sector 4 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,9310.344827586207,0.0,0.0020689655172413794
13100000,1530,Other,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,8562.091503267973,0.0,0.00196078431372549
21000000,2100,Sector 19 Dwarka,4,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,10000.0,0.0,0.0019047619047619048
28500000,3300,Sector 19 Dwarka,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8636.363636363636,0.0,0.0012121212121212121
15500000,1600,Sector 10 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,9687.5,0.0,0.001875
15500000,1600,Sector 12 Dwarka,3,1,1,0,1,1,1,1,1,1,1,0,0,1,1,7,9687.5,0.5,0.001875
15200000,1400,Sector 10 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,10857.142857142857,0.07142857142857142,0.002142857142857143
25400000,2200,Sector 22 Dwarka,4,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,11545.454545454546,0.0,0.0018181818181818182
14500000,1600,Sector 6 Dwarka,3,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,9062.5,0.0,0.001875
17500000,1700,Sector 6 Dwarka,3,1,0,0,1,0,1,1,1,1,1,0,0,0,1,9,10294.117647058823,0.6428571428571429,0.0017647058823529412
14800000,1700,Other,3,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,8705.882352941177,0.0,0.0017647058823529412
12800000,1500,Sector 10 Dwarka,3,0,1,0,1,0,1,1,1,1,1,0,0,1,1,5,8533.333333333334,0.35714285714285715,0.002
24000000,2200,Other,3,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,10909.09090909091,0.0,0.0013636363636363637
11500000,1100,Sector 22 Dwarka,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,10454.545454545454,0.0,0.0018181818181818182
28500000,3300,Sector 19 Dwarka,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8636.363636363636,0.0,0.0012121212121212121
15500000,1600,Sector 10 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,9687.5,0.0,0.001875
15500000,1600,Sector 12 Dwarka,3,1,1,0,1,1,1,1,1,1,1,0,0,1,1,7,9687.5,0.5,0.001875
13500000,1300,Other,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,10384.615384615385,0.0,0.002307692307692308
15500000,1500,Sector 6 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,10333.333333333334,0.0,0.002
16000000,1800,Sector 10 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8888.888888888889,0.0,0.0016666666666666668
14100000,1600,Sector 19 Dwarka,3,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,8812.5,0.0,0.001875
15500000,1500,Sector 19 Dwarka,3,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,10333.333333333334,0.0,0.002
24500000,2150,Sector 10 Dwarka,4,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,11395.348837209302,0.0,0.0018604651162790699
19800000,2500,Sector 11 Dwarka,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,7920.0,0.07142857142857142,0.0012
18500000,2200,Other,4,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,8409.09090909091,0.0,0.0018181818181818182
19500000,2200,Sector 19 Dwarka,4,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,8863.636363636364,0.0,0.0018181818181818182
7000000,900,Other,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7777.777777777777,0.0,0.0022222222222222222
19500000,2500,Other,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7800.0,0.0,0.0016
